index,statefips,countyfips,avghouseholdsize,geography
1188,25,23,2.71,"Plymouth County, Massachusetts"
1189,25,25,2.39,"Suffolk County, Massachusetts"
1190,25,27,2.6,"Worcester County, Massachusetts"
1191,24,1,2.33,"Allegany County, Maryland"
1192,24,3,2.66,"Anne Arundel County, Maryland"
1193,24,5,2.56,"Baltimore County, Maryland"
1194,24,9,2.87,"Calvert County, Maryland"
1195,24,11,2.7,"Caroline County, Maryland"
1196,24,13,2.73,"Carroll County, Maryland"
1197,24,15,2.73,"Cecil County, Maryland"
1198,24,17,2.84,"Charles County, Maryland"
1199,24,19,2.41,"Dorchester County, Maryland"
1200,24,21,2.68,"Frederick County, Maryland"
1201,24,23,2.47,"Garrett County, Maryland"
1202,24,25,2.69,"Harford County, Maryland"
1203,24,27,2.78,"Howard County, Maryland"
1204,24,29,2.39,"Kent County, Maryland"
1205,24,31,2.76,"Montgomery County, Maryland"
1206,24,33,2.86,"Prince George's County, Maryland"
1207,24,35,2.75,"Queen Anne's County, Maryland"
1208,24,37,2.79,"St. Mary's County, Maryland"
1209,24,39,2.26,"Somerset County, Maryland"
1210,24,41,2.3,"Talbot County, Maryland"
1211,24,43,2.5,"Washington County, Maryland"
1212,24,45,2.62,"Wicomico County, Maryland"
1213,24,47,2.45,"Worcester County, Maryland"
1214,24,510,2.47,"Baltimore city, Maryland"
1215,23,1,2.34,"Androscoggin County, Maine"
1216,23,3,2.24,"Aroostook County, Maine"
1217,23,5,2.37,"Cumberland County, Maine"
1218,23,7,2.48,"Franklin County, Maine"
1219,23,9,2.18,"Hancock County, Maine"
1220,23,11,2.28,"Kennebec County, Maine"
1221,23,13,2.27,"Knox County, Maine"
1222,23,15,2.25,"Lincoln County, Maine"
1223,23,17,2.6,"Oxford County, Maine"
1224,23,19,2.36,"Penobscot County, Maine"
1225,23,21,2.24,"Piscataquis County, Maine"
1226,23,23,2.26,"Sagadahoc County, Maine"
1227,23,25,2.34,"Somerset County, Maine"
1228,23,27,2.26,"Waldo County, Maine"
1229,23,29,2.18,"Washington County, Maine"
1230,23,31,2.4,"York County, Maine"
1231,26,1,2.08,"Alcona County, Michigan"
1232,26,3,2.43,"Alger County, Michigan"
1233,26,5,2.67,"Allegan County, Michigan"
1234,26,7,2.24,"Alpena County, Michigan"
1235,26,9,2.38,"Antrim County, Michigan"
1236,26,11,2.36,"Arenac County, Michigan"
1237,26,13,2.14,"Baraga County, Michigan"
1238,26,15,2.56,"Barry County, Michigan"
1239,26,17,2.42,"Bay County, Michigan"
1240,26,19,2.37,"Benzie County, Michigan"
1241,26,21,2.46,"Berrien County, Michigan"
1242,26,23,2.58,"Branch County, Michigan"
1243,26,25,2.48,"Calhoun County, Michigan"
1244,26,27,2.56,"Cass County, Michigan"
1245,26,29,2.39,"Charlevoix County, Michigan"
1246,26,31,2.26,"Cheboygan County, Michigan"
1247,26,33,2.46,"Chippewa County, Michigan"
1248,26,35,2.28,"Clare County, Michigan"
1249,26,37,2.64,"Clinton County, Michigan"
1250,26,39,2.3,"Crawford County, Michigan"
1251,26,41,2.3,"Delta County, Michigan"
1252,26,43,2.31,"Dickinson County, Michigan"
1253,26,45,2.45,"Eaton County, Michigan"
1254,26,47,2.33,"Emmet County, Michigan"
1255,26,49,2.48,"Genesee County, Michigan"
1256,26,51,2.3,"Gladwin County, Michigan"
1257,26,53,2.1,"Gogebic County, Michigan"
1258,26,55,2.46,"Grand Traverse County, Michigan"
1259,26,57,2.45,"Gratiot County, Michigan"
1260,26,59,2.5,"Hillsdale County, Michigan"
1261,26,61,2.51,"Houghton County, Michigan"
1262,26,63,2.3,"Huron County, Michigan"
1263,26,65,2.4,"Ingham County, Michigan"
1264,26,67,2.72,"Ionia County, Michigan"
1265,26,69,2.2,"Iosco County, Michigan"
1266,26,71,2.07,"Iron County, Michigan"
1267,26,73,2.61,"Isabella County, Michigan"
1268,26,75,2.48,"Jackson County, Michigan"
1269,26,77,2.47,"Kalamazoo County, Michigan"
1270,26,79,2.38,"Kalkaska County, Michigan"
1271,26,81,2.63,"Kent County, Michigan"
1272,26,83,2.1,"Keweenaw County, Michigan"
1273,26,85,2.53,"Lake County, Michigan"
1274,26,87,2.64,"Lapeer County, Michigan"
1275,26,89,2.31,"Leelanau County, Michigan"
1276,26,91,2.46,"Lenawee County, Michigan"
1277,26,93,2.66,"Livingston County, Michigan"
1278,26,95,2.27,"Luce County, Michigan"
1279,26,97,2.07,"Mackinac County, Michigan"
1280,26,99,2.52,"Macomb County, Michigan"
1281,26,101,2.28,"Manistee County, Michigan"
1282,26,103,2.38,"Marquette County, Michigan"
1283,26,105,2.3,"Mason County, Michigan"
1284,26,107,2.61,"Mecosta County, Michigan"
1285,26,109,2.19,"Menominee County, Michigan"
1286,26,111,2.45,"Midland County, Michigan"
1287,26,113,2.52,"Missaukee County, Michigan"
1288,26,115,2.55,"Monroe County, Michigan"
1289,26,117,2.59,"Montcalm County, Michigan"
1290,26,119,2.27,"Montmorency County, Michigan"
1291,26,121,2.56,"Muskegon County, Michigan"
1292,26,123,2.58,"Newaygo County, Michigan"
1293,26,125,2.47,"Oakland County, Michigan"
1294,26,127,2.6,"Oceana County, Michigan"
1295,26,129,2.22,"Ogemaw County, Michigan"
1296,26,131,2.01,"Ontonagon County, Michigan"
1297,26,133,2.6,"Osceola County, Michigan"
1298,26,135,2.27,"Oscoda County, Michigan"
1299,26,137,2.38,"Otsego County, Michigan"
1300,26,139,2.74,"Ottawa County, Michigan"
1301,26,141,2.13,"Presque Isle County, Michigan"
1302,26,143,2.06,"Roscommon County, Michigan"
1303,26,145,2.44,"Saginaw County, Michigan"
1304,26,147,2.47,"St. Clair County, Michigan"
1305,26,149,2.59,"St. Joseph County, Michigan"
1306,26,151,2.55,"Sanilac County, Michigan"
1307,26,153,2.38,"Schoolcraft County, Michigan"
1308,26,155,2.49,"Shiawassee County, Michigan"
1309,26,157,2.49,"Tuscola County, Michigan"
1310,26,159,2.61,"Van Buren County, Michigan"
1311,26,161,2.43,"Washtenaw County, Michigan"
1312,26,163,2.63,"Wayne County, Michigan"
1313,26,165,2.56,"Wexford County, Michigan"
1314,27,1,2.05,"Aitkin County, Minnesota"
1315,27,3,2.7,"Anoka County, Minnesota"
1316,27,5,2.41,"Becker County, Minnesota"
1317,27,7,2.59,"Beltrami County, Minnesota"
1318,27,9,2.45,"Benton County, Minnesota"
1319,27,11,2.18,"Big Stone County, Minnesota"
1320,27,13,2.46,"Blue Earth County, Minnesota"
1321,27,15,2.27,"Brown County, Minnesota"
1322,27,17,2.51,"Carlton County, Minnesota"
1323,27,19,2.76,"Carver County, Minnesota"
1324,27,21,2.19,"Cass County, Minnesota"
1325,27,23,2.36,"Chippewa County, Minnesota"
1326,27,25,2.63,"Chisago County, Minnesota"
1327,27,27,2.51,"Clay County, Minnesota"
1328,27,29,2.48,"Clearwater County, Minnesota"
1329,27,31,1.93,"Cook County, Minnesota"
1330,27,33,2.38,"Cottonwood County, Minnesota"
1331,27,35,2.36,"Crow Wing County, Minnesota"
1332,27,37,2.59,"Dakota County, Minnesota"
1333,27,39,2.67,"Dodge County, Minnesota"
1334,27,41,2.32,"Douglas County, Minnesota"
1335,27,43,2.18,"Faribault County, Minnesota"
1336,27,45,2.4,"Fillmore County, Minnesota"
1337,27,47,2.33,"Freeborn County, Minnesota"
1338,27,49,2.42,"Goodhue County, Minnesota"
1339,27,51,2.32,"Grant County, Minnesota"
1340,27,53,2.39,"Hennepin County, Minnesota"
1341,27,55,2.35,"Houston County, Minnesota"
1342,27,57,2.32,"Hubbard County, Minnesota"
1343,27,59,2.68,"Isanti County, Minnesota"
1344,27,61,2.33,"Itasca County, Minnesota"
1345,27,63,2.32,"Jackson County, Minnesota"
1346,27,65,2.55,"Kanabec County, Minnesota"
1347,27,67,2.48,"Kandiyohi County, Minnesota"
1348,27,69,2.28,"Kittson County, Minnesota"
1349,27,71,2.18,"Koochiching County, Minnesota"
1350,27,73,2.24,"Lac qui Parle County, Minnesota"
1351,27,75,2.06,"Lake County, Minnesota"
1352,27,77,2.4,"Lake of the Woods County, Minnesota"
1353,27,79,2.52,"Le Sueur County, Minnesota"
1354,27,81,2.25,"Lincoln County, Minnesota"
1355,27,83,2.46,"Lyon County, Minnesota"
1356,27,85,2.4,"McLeod County, Minnesota"
1357,27,87,2.71,"Mahnomen County, Minnesota"
1358,27,89,2.32,"Marshall County, Minnesota"
1359,27,91,2.26,"Martin County, Minnesota"
1360,27,93,2.48,"Meeker County, Minnesota"
1361,27,95,2.52,"Mille Lacs County, Minnesota"
1362,27,97,2.43,"Morrison County, Minnesota"
1363,27,99,2.51,"Mower County, Minnesota"
1364,27,101,2.24,"Murray County, Minnesota"
1365,27,103,2.39,"Nicollet County, Minnesota"
1366,27,105,2.71,"Nobles County, Minnesota"
1367,27,107,2.4,"Norman County, Minnesota"
1368,27,109,2.52,"Olmsted County, Minnesota"
1369,27,111,2.34,"Otter Tail County, Minnesota"
1370,27,113,2.34,"Pennington County, Minnesota"
1371,27,115,2.42,"Pine County, Minnesota"
1372,27,117,2.3,"Pipestone County, Minnesota"
1373,27,119,2.37,"Polk County, Minnesota"
1374,27,121,2.23,"Pope County, Minnesota"
1375,27,123,2.47,"Ramsey County, Minnesota"
1376,27,125,2.43,"Red Lake County, Minnesota"
1377,27,127,2.43,"Redwood County, Minnesota"
1378,27,129,2.34,"Renville County, Minnesota"
1379,27,131,2.5,"Rice County, Minnesota"
1380,27,133,2.37,"Rock County, Minnesota"
1381,27,135,2.44,"Roseau County, Minnesota"
1382,27,137,2.26,"St. Louis County, Minnesota"
1383,27,139,2.9,"Scott County, Minnesota"
1384,27,141,2.89,"Sherburne County, Minnesota"
1385,27,143,2.46,"Sibley County, Minnesota"
1386,27,145,2.52,"Stearns County, Minnesota"
1387,27,147,2.52,"Steele County, Minnesota"
1388,27,149,2.55,"Stevens County, Minnesota"
1389,27,151,2.21,"Swift County, Minnesota"
1390,27,153,2.45,"Todd County, Minnesota"
1391,27,155,2.19,"Traverse County, Minnesota"
1392,27,157,2.36,"Wabasha County, Minnesota"
1393,27,159,2.35,"Wadena County, Minnesota"
1394,27,161,2.43,"Waseca County, Minnesota"
1395,27,163,2.67,"Washington County, Minnesota"
1396,27,165,2.45,"Watonwan County, Minnesota"
1397,27,167,2.29,"Wilkin County, Minnesota"
1398,27,169,2.46,"Winona County, Minnesota"
1399,27,171,2.82,"Wright County, Minnesota"
1400,27,173,2.33,"Yellow Medicine County, Minnesota"
1401,29,1,2.36,"Adair County, Missouri"
1402,29,3,2.51,"Andrew County, Missouri"
1403,29,5,2.13,"Atchison County, Missouri"
1404,29,7,2.58,"Audrain County, Missouri"
1405,29,9,2.67,"Barry County, Missouri"
1406,29,11,2.41,"Barton County, Missouri"
1407,29,13,2.44,"Bates County, Missouri"
1408,29,15,2.28,"Benton County, Missouri"
1409,29,17,2.56,"Bollinger County, Missouri"
1410,29,19,2.41,"Boone County, Missouri"
1411,29,21,2.58,"Buchanan County, Missouri"
1412,29,23,2.51,"Butler County, Missouri"
1413,29,25,2.39,"Caldwell County, Missouri"
1414,29,27,2.52,"Callaway County, Missouri"
1415,29,29,2.6,"Camden County, Missouri"
1416,29,31,2.49,"Cape Girardeau County, Missouri"
1417,29,33,2.48,"Carroll County, Missouri"
1418,29,35,2.54,"Carter County, Missouri"
1419,29,37,2.63,"Cass County, Missouri"
1420,29,39,2.33,"Cedar County, Missouri"
1421,29,41,2.52,"Chariton County, Missouri"
1422,29,43,2.69,"Christian County, Missouri"
1423,29,45,2.42,"Clark County, Missouri"
1424,29,47,2.6,"Clay County, Missouri"
1425,29,49,2.48,"Clinton County, Missouri"
1426,29,51,2.44,"Cole County, Missouri"
1427,29,53,2.47,"Cooper County, Missouri"
1428,29,55,2.61,"Crawford County, Missouri"
1429,29,57,2.34,"Dade County, Missouri"
1430,29,59,2.62,"Dallas County, Missouri"
1431,29,61,2.65,"Daviess County, Missouri"
1432,29,63,2.48,"DeKalb County, Missouri"
1433,29,65,2.6,"Dent County, Missouri"
1434,29,67,2.54,"Douglas County, Missouri"
1435,29,69,2.44,"Dunklin County, Missouri"
1436,29,71,2.53,"Franklin County, Missouri"
1437,29,73,2.35,"Gasconade County, Missouri"
1438,29,75,2.38,"Gentry County, Missouri"
1439,29,77,2.31,"Greene County, Missouri"
1440,29,79,2.45,"Grundy County, Missouri"
1441,29,81,2.37,"Harrison County, Missouri"
1442,29,83,2.29,"Henry County, Missouri"
1443,29,85,2.25,"Hickory County, Missouri"
1444,29,87,2.11,"Holt County, Missouri"
1445,29,89,2.53,"Howard County, Missouri"
1446,29,91,2.45,"Howell County, Missouri"
1447,29,93,2.46,"Iron County, Missouri"
1448,29,95,2.44,"Jackson County, Missouri"
1449,29,97,2.52,"Jasper County, Missouri"
1450,29,99,2.68,"Jefferson County, Missouri"
1451,29,101,2.49,"Johnson County, Missouri"
1452,29,103,2.34,"Knox County, Missouri"
1453,29,105,2.6,"Laclede County, Missouri"
1454,29,107,2.44,"Lafayette County, Missouri"
1455,29,109,2.6,"Lawrence County, Missouri"
1456,29,111,2.45,"Lewis County, Missouri"
1457,29,113,2.87,"Lincoln County, Missouri"
1458,29,115,2.53,"Linn County, Missouri"
1459,29,117,2.39,"Livingston County, Missouri"
1460,29,119,2.71,"McDonald County, Missouri"
1461,29,121,2.43,"Macon County, Missouri"
1462,29,123,2.63,"Madison County, Missouri"
1463,29,125,2.44,"Maries County, Missouri"
1464,29,127,2.43,"Marion County, Missouri"
1465,29,129,2.43,"Mercer County, Missouri"
1466,29,131,2.61,"Miller County, Missouri"
1467,29,133,2.41,"Mississippi County, Missouri"
1468,29,135,2.62,"Moniteau County, Missouri"
1469,29,137,2.43,"Monroe County, Missouri"
1470,29,139,2.37,"Montgomery County, Missouri"
1471,29,141,2.55,"Morgan County, Missouri"
1472,29,143,2.49,"New Madrid County, Missouri"
1473,29,145,2.62,"Newton County, Missouri"
1474,29,147,2.28,"Nodaway County, Missouri"
1475,29,149,2.48,"Oregon County, Missouri"
1476,29,151,2.62,"Osage County, Missouri"
1477,29,153,2.22,"Ozark County, Missouri"
1478,29,155,2.53,"Pemiscot County, Missouri"
1479,29,157,2.54,"Perry County, Missouri"
1480,29,159,2.56,"Pettis County, Missouri"
1481,29,161,2.52,"Phelps County, Missouri"
1482,29,163,2.47,"Pike County, Missouri"
1483,29,165,2.46,"Platte County, Missouri"
1484,29,167,2.52,"Polk County, Missouri"
1485,29,169,2.84,"Pulaski County, Missouri"
1486,29,171,2.2,"Putnam County, Missouri"
1487,29,173,2.53,"Ralls County, Missouri"
1488,29,175,2.72,"Randolph County, Missouri"
1489,29,177,2.63,"Ray County, Missouri"
1490,29,179,2.4,"Reynolds County, Missouri"
1491,29,181,2.57,"Ripley County, Missouri"
1492,29,183,2.65,"St. Charles County, Missouri"
1493,29,185,2.31,"St. Clair County, Missouri"
1494,29,186,2.48,"Ste. Genevieve County, Missouri"
1495,29,187,2.33,"St. Francois County, Missouri"
1496,29,189,2.44,"St. Louis County, Missouri"
1497,29,195,2.48,"Saline County, Missouri"
1498,29,197,2.52,"Schuyler County, Missouri"
1499,29,199,2.58,"Scotland County, Missouri"
1500,29,201,2.52,"Scott County, Missouri"
1501,29,203,2.5,"Shannon County, Missouri"
1502,29,205,2.37,"Shelby County, Missouri"
1503,29,207,2.43,"Stoddard County, Missouri"
1504,29,209,2.42,"Stone County, Missouri"
1505,29,211,2.56,"Sullivan County, Missouri"
1506,29,213,2.43,"Taney County, Missouri"
1507,29,215,2.67,"Texas County, Missouri"
1508,29,217,2.5,"Vernon County, Missouri"
1509,29,219,2.74,"Warren County, Missouri"
1510,29,221,2.67,"Washington County, Missouri"
1511,29,223,2.43,"Wayne County, Missouri"
1512,29,225,2.78,"Webster County, Missouri"
1513,29,227,2.25,"Worth County, Missouri"
1514,29,229,2.48,"Wright County, Missouri"
1515,29,510,2.2,"St. Louis city, Missouri"
1516,28,1,2.5,"Adams County, Mississippi"
1517,28,3,2.49,"Alcorn County, Mississippi"
1518,28,5,2.55,"Amite County, Mississippi"
1519,28,7,2.52,"Attala County, Mississippi"
1520,28,9,2.83,"Benton County, Mississippi"
1521,28,11,2.6,"Bolivar County, Mississippi"
1522,28,13,2.46,"Calhoun County, Mississippi"
1523,28,15,2.75,"Carroll County, Mississippi"
1524,28,17,2.63,"Chickasaw County, Mississippi"
1525,28,19,2.49,"Choctaw County, Mississippi"
1526,28,21,2.74,"Claiborne County, Mississippi"
1527,28,23,2.51,"Clarke County, Mississippi"
1528,28,25,2.57,"Clay County, Mississippi"
1529,28,27,2.62,"Coahoma County, Mississippi"
1530,28,29,2.82,"Copiah County, Mississippi"
1531,28,31,2.76,"Covington County, Mississippi"
1532,28,33,2.8,"DeSoto County, Mississippi"
1533,28,35,2.58,"Forrest County, Mississippi"
1534,28,37,2.36,"Franklin County, Mississippi"
1535,28,39,3.02,"George County, Mississippi"
1536,28,41,2.59,"Greene County, Mississippi"
1537,28,43,2.86,"Grenada County, Mississippi"
1538,28,45,2.43,"Hancock County, Mississippi"
1539,28,47,2.52,"Harrison County, Mississippi"
1540,28,49,2.68,"Hinds County, Mississippi"
1541,28,51,2.82,"Holmes County, Mississippi"
1542,28,53,2.91,"Humphreys County, Mississippi"
1543,28,55,2.33,"Issaquena County, Mississippi"
1544,28,57,2.54,"Itawamba County, Mississippi"
1545,28,59,2.78,"Jackson County, Mississippi"
1546,28,61,2.4,"Jasper County, Mississippi"
1547,28,63,2.81,"Jefferson County, Mississippi"
1548,28,65,2.35,"Jefferson Davis County, Mississippi"
1549,28,67,2.71,"Jones County, Mississippi"
1550,28,69,2.53,"Kemper County, Mississippi"
1551,28,71,2.65,"Lafayette County, Mississippi"
1552,28,73,2.68,"Lamar County, Mississippi"
1553,28,75,2.56,"Lauderdale County, Mississippi"
1554,28,77,2.63,"Lawrence County, Mississippi"
1555,28,79,2.67,"Leake County, Mississippi"
1556,28,81,2.6,"Lee County, Mississippi"
1557,28,83,2.76,"Leflore County, Mississippi"
1558,28,85,2.62,"Lincoln County, Mississippi"
1559,28,87,2.5,"Lowndes County, Mississippi"
1560,28,89,2.65,"Madison County, Mississippi"
1561,28,91,2.58,"Marion County, Mississippi"
1562,28,93,2.63,"Marshall County, Mississippi"
1563,28,95,2.57,"Monroe County, Mississippi"
1564,28,97,2.43,"Montgomery County, Mississippi"
1565,28,99,2.71,"Neshoba County, Mississippi"
1566,28,101,2.61,"Newton County, Mississippi"
1567,28,103,2.69,"Noxubee County, Mississippi"
1568,28,105,2.51,"Oktibbeha County, Mississippi"
1569,28,107,2.81,"Panola County, Mississippi"
1570,28,109,2.61,"Pearl River County, Mississippi"
1571,28,111,2.75,"Perry County, Mississippi"
1572,28,113,2.65,"Pike County, Mississippi"
1573,28,115,2.87,"Pontotoc County, Mississippi"
1574,28,117,2.5,"Prentiss County, Mississippi"
1575,28,119,2.49,"Quitman County, Mississippi"
1576,28,121,2.62,"Rankin County, Mississippi"
1577,28,123,2.85,"Scott County, Mississippi"
1578,28,125,2.64,"Sharkey County, Mississippi"
1579,28,127,2.77,"Simpson County, Mississippi"
1580,28,129,2.65,"Smith County, Mississippi"
1581,28,131,3.0,"Stone County, Mississippi"
1582,28,133,2.81,"Sunflower County, Mississippi"
1583,28,135,2.4,"Tallahatchie County, Mississippi"
1584,28,137,2.67,"Tate County, Mississippi"
1585,28,139,2.61,"Tippah County, Mississippi"
1586,28,141,2.52,"Tishomingo County, Mississippi"
1587,28,143,2.6,"Tunica County, Mississippi"
1588,28,145,2.66,"Union County, Mississippi"
1589,28,147,2.58,"Walthall County, Mississippi"
1590,28,149,2.58,"Warren County, Mississippi"
1591,28,151,2.69,"Washington County, Mississippi"
1592,28,153,2.67,"Wayne County, Mississippi"
1593,28,155,2.45,"Webster County, Mississippi"
1594,28,157,2.6,"Wilkinson County, Mississippi"
1595,28,159,2.38,"Winston County, Mississippi"
1596,28,161,2.39,"Yalobusha County, Mississippi"
1597,28,163,2.82,"Yazoo County, Mississippi"
1598,30,1,2.15,"Beaverhead County, Montana"
1599,30,3,3.63,"Big Horn County, Montana"
1600,30,5,2.87,"Blaine County, Montana"
1601,30,7,2.32,"Broadwater County, Montana"
1602,30,9,2.27,"Carbon County, Montana"
1603,30,11,2.38,"Carter County, Montana"
1604,30,13,2.35,"Cascade County, Montana"
1605,30,15,2.5,"Chouteau County, Montana"
1606,30,17,2.38,"Custer County, Montana"
1607,30,19,1.99,"Daniels County, Montana"
1608,30,21,2.24,"Dawson County, Montana"
1609,30,23,2.13,"Deer Lodge County, Montana"
1610,30,25,2.47,"Fallon County, Montana"
1611,30,27,2.25,"Fergus County, Montana"
1612,30,29,2.48,"Flathead County, Montana"
1613,30,31,2.39,"Gallatin County, Montana"
1614,30,33,2.39,"Garfield County, Montana"
1615,30,35,3.07,"Glacier County, Montana"
1616,30,37,2.29,"Golden Valley County, Montana"
1617,30,39,2.19,"Granite County, Montana"
1618,30,41,2.63,"Hill County, Montana"
1619,30,43,2.51,"Jefferson County, Montana"
1620,30,45,2.18,"Judith Basin County, Montana"
1621,30,47,2.38,"Lake County, Montana"
1622,30,49,2.38,"Lewis and Clark County, Montana"
1623,30,51,2.52,"Liberty County, Montana"
1624,30,53,2.21,"Lincoln County, Montana"
1625,30,55,2.31,"McCone County, Montana"
1626,30,57,2.23,"Madison County, Montana"
1627,30,59,2.47,"Meagher County, Montana"
1628,30,61,2.67,"Mineral County, Montana"
1629,30,63,2.33,"Missoula County, Montana"
1630,30,65,2.43,"Musselshell County, Montana"
1631,30,67,2.28,"Park County, Montana"
1632,30,69,2.31,"Petroleum County, Montana"
1633,30,71,2.26,"Phillips County, Montana"
1634,30,73,2.52,"Pondera County, Montana"
1635,30,75,2.19,"Powder River County, Montana"
1636,30,77,2.25,"Powell County, Montana"
1637,30,79,2.46,"Prairie County, Montana"
1638,30,81,2.43,"Ravalli County, Montana"
1639,30,83,2.51,"Richland County, Montana"
1640,30,85,3.54,"Roosevelt County, Montana"
1641,30,87,2.81,"Rosebud County, Montana"
1642,30,89,2.21,"Sanders County, Montana"
1643,30,91,2.16,"Sheridan County, Montana"
1644,30,93,2.22,"Silver Bow County, Montana"
1645,30,95,2.44,"Stillwater County, Montana"
1646,30,97,2.55,"Sweet Grass County, Montana"
1647,30,99,2.5,"Teton County, Montana"
1648,30,101,2.24,"Toole County, Montana"
1649,30,103,2.3,"Treasure County, Montana"
1650,30,105,2.26,"Valley County, Montana"
1651,30,107,2.34,"Wheatland County, Montana"
1652,30,109,2.15,"Wibaux County, Montana"
1653,30,111,2.44,"Yellowstone County, Montana"
1654,37,1,2.45,"Alamance County, North Carolina"
1655,37,3,2.65,"Alexander County, North Carolina"
1656,37,5,2.25,"Alleghany County, North Carolina"
1657,37,7,2.55,"Anson County, North Carolina"
1658,37,9,2.27,"Ashe County, North Carolina"
1659,37,11,2.22,"Avery County, North Carolina"
1660,37,13,2.54,"Beaufort County, North Carolina"
1661,37,15,2.59,"Bertie County, North Carolina"
1662,37,17,2.37,"Bladen County, North Carolina"
1663,37,19,2.34,"Brunswick County, North Carolina"
1664,37,21,2.36,"Buncombe County, North Carolina"
1665,37,23,2.53,"Burke County, North Carolina"
1666,37,25,2.78,"Cabarrus County, North Carolina"
1667,37,27,2.56,"Caldwell County, North Carolina"
1668,37,29,2.67,"Camden County, North Carolina"
1669,37,31,2.27,"Carteret County, North Carolina"
1670,37,33,2.55,"Caswell County, North Carolina"
1671,37,35,2.59,"Catawba County, North Carolina"
1672,37,37,2.47,"Chatham County, North Carolina"
1673,37,39,2.51,"Cherokee County, North Carolina"
1674,37,41,2.41,"Chowan County, North Carolina"
1675,37,43,2.33,"Clay County, North Carolina"
1676,37,45,2.55,"Cleveland County, North Carolina"
1677,37,47,2.47,"Columbus County, North Carolina"
1678,37,49,2.51,"Craven County, North Carolina"
1679,37,51,2.56,"Cumberland County, North Carolina"
1680,37,53,2.62,"Currituck County, North Carolina"
1681,37,55,2.32,"Dare County, North Carolina"
1682,37,57,2.52,"Davidson County, North Carolina"
1683,37,59,2.6,"Davie County, North Carolina"
1684,37,61,2.68,"Duplin County, North Carolina"
1685,37,63,2.37,"Durham County, North Carolina"
1686,37,65,2.57,"Edgecombe County, North Carolina"
1687,37,67,2.46,"Forsyth County, North Carolina"
1688,37,69,2.58,"Franklin County, North Carolina"
1689,37,71,2.61,"Gaston County, North Carolina"
1690,37,73,2.65,"Gates County, North Carolina"
1691,37,75,2.63,"Graham County, North Carolina"
1692,37,77,2.68,"Granville County, North Carolina"
1693,37,79,2.66,"Greene County, North Carolina"
1694,37,81,2.46,"Guilford County, North Carolina"
1695,37,83,2.42,"Halifax County, North Carolina"
1696,37,85,2.84,"Harnett County, North Carolina"
1697,37,87,2.24,"Haywood County, North Carolina"
1698,37,89,2.35,"Henderson County, North Carolina"
1699,37,91,2.48,"Hertford County, North Carolina"
1700,37,93,2.93,"Hoke County, North Carolina"
1701,37,95,2.44,"Hyde County, North Carolina"
1702,37,97,2.69,"Iredell County, North Carolina"
1703,37,99,2.33,"Jackson County, North Carolina"
1704,37,101,2.85,"Johnston County, North Carolina"
1705,37,103,2.43,"Jones County, North Carolina"
1706,37,105,2.75,"Lee County, North Carolina"
1707,37,107,2.47,"Lenoir County, North Carolina"
1708,37,109,2.62,"Lincoln County, North Carolina"
1709,37,111,2.52,"McDowell County, North Carolina"
1710,37,113,2.16,"Macon County, North Carolina"
1711,37,115,2.36,"Madison County, North Carolina"
1712,37,117,2.54,"Martin County, North Carolina"
1713,37,119,2.57,"Mecklenburg County, North Carolina"
1714,37,121,2.36,"Mitchell County, North Carolina"
1715,37,123,2.52,"Montgomery County, North Carolina"
1716,37,125,2.44,"Moore County, North Carolina"
1717,37,127,2.52,"Nash County, North Carolina"
1718,37,129,2.33,"New Hanover County, North Carolina"
1719,37,131,2.35,"Northampton County, North Carolina"
1720,37,133,2.75,"Onslow County, North Carolina"
1721,37,135,2.47,"Orange County, North Carolina"
1722,37,137,2.36,"Pamlico County, North Carolina"
1723,37,139,2.61,"Pasquotank County, North Carolina"
1724,37,141,2.67,"Pender County, North Carolina"
1725,37,143,2.44,"Perquimans County, North Carolina"
1726,37,145,2.52,"Person County, North Carolina"
1727,37,147,2.48,"Pitt County, North Carolina"
1728,37,149,2.3,"Polk County, North Carolina"
1729,37,151,2.59,"Randolph County, North Carolina"
1730,37,153,2.42,"Richmond County, North Carolina"
1731,37,155,2.87,"Robeson County, North Carolina"
1732,37,157,2.42,"Rockingham County, North Carolina"
1733,37,159,2.6,"Rowan County, North Carolina"
1734,37,161,2.48,"Rutherford County, North Carolina"
1735,37,163,2.7,"Sampson County, North Carolina"
1736,37,165,2.59,"Scotland County, North Carolina"
1737,37,167,2.47,"Stanly County, North Carolina"
1738,37,169,2.43,"Stokes County, North Carolina"
1739,37,171,2.47,"Surry County, North Carolina"
1740,37,173,2.58,"Swain County, North Carolina"
1741,37,175,2.31,"Transylvania County, North Carolina"
1742,37,177,2.45,"Tyrrell County, North Carolina"
1743,37,179,2.99,"Union County, North Carolina"
1744,37,181,2.65,"Vance County, North Carolina"
1745,37,183,2.61,"Wake County, North Carolina"
1746,37,185,2.48,"Warren County, North Carolina"
1747,37,187,2.4,"Washington County, North Carolina"
1748,37,189,2.35,"Watauga County, North Carolina"
1749,37,191,2.56,"Wayne County, North Carolina"
1750,37,193,2.48,"Wilkes County, North Carolina"
1751,37,195,2.5,"Wilson County, North Carolina"
1752,37,197,2.45,"Yadkin County, North Carolina"
1753,37,199,2.35,"Yancey County, North Carolina"
1754,38,1,2.14,"Adams County, North Dakota"
1755,38,3,2.07,"Barnes County, North Dakota"
1756,38,5,2.97,"Benson County, North Dakota"
